ISO,Year,HDI_UNDP,IHDI,PHDI,GII,GDI,VDem_Score
ESP,2014,0.89,0.753,0.78,0.079,0.981,
ESP,2015,0.895,0.757,0.785,0.074,0.982,
ESP,2016,0.9,0.763,0.793,0.07,0.987,
ESP,2017,0.902,0.772,0.802,0.067,0.987,
ESP,2018,0.905,0.781,0.802,0.062,0.988,
ESP,2019,0.91,0.787,0.813,0.055,0.988,
ESP,2020,0.901,0.782,0.809,0.049,0.992,
ESP,2021,0.912,0.787,0.814,0.043,0.992,
ESP,2022,0.911,0.795,0.813,0.045,0.992,
ESP,2023,0.918,0.819,0.818,0.043,0.989,
LKA,2010,0.748,0.579,0.726,0.41,0.949,
LKA,2011,0.753,0.586,0.724,0.4,0.951,
LKA,2012,0.759,0.591,0.729,0.4,0.949,
LKA,2013,0.764,0.599,0.742,0.387,0.958,
LKA,2014,0.767,0.604,0.736,0.374,0.96,
LKA,2015,0.769,0.606,0.737,0.378,0.964,
LKA,2016,0.772,0.617,0.747,0.363,0.962,
LKA,2017,0.777,0.621,0.743,0.361,0.965,
LKA,2018,0.782,0.626,0.758,0.365,0.962,
LKA,2019,0.781,0.632,0.758,0.367,0.957,
LKA,2020,0.78,0.632,0.757,0.368,0.954,
LKA,2021,0.777,0.63,0.753,0.37,0.957,
LKA,2022,0.777,0.63,0.755,0.367,0.961,
LKA,2023,0.776,0.63,0.754,0.367,0.951,
SDN,2010,0.479,0.292,,0.607,0.828,
SDN,2011,0.476,0.29,,0.591,0.838,
SDN,2012,0.482,0.295,0.465,0.588,0.838,
SDN,2013,0.488,0.299,0.47,0.589,0.843,
SDN,2014,0.496,0.312,0.478,0.588,0.842,
SDN,2015,0.498,0.314,0.481,0.577,0.839,
SDN,2016,0.502,0.318,0.483,0.579,0.839,
SDN,2017,0.506,0.32,0.487,0.578,0.835,
SDN,2018,0.515,0.327,0.497,0.583,0.836,
SDN,2019,0.517,0.329,0.501,0.589,0.829,
SDN,2020,0.513,0.328,0.498,0.589,0.821,
SDN,2021,0.512,0.328,0.497,0.596,0.812,
SDN,2022,0.516,0.331,0.502,0.589,0.73,
SDN,2023,0.511,0.328,0.498,0.588,0.813,
SUR,2010,0.707,,,0.516,0.985,
SUR,2011,0.708,,,0.494,0.989,
SUR,2012,0.711,,,0.489,0.992,
SUR,2013,0.714,,,0.493,0.989,
SUR,2014,0.715,,,0.489,0.992,
SUR,2015,0.718,,,0.442,0.989,
SUR,2016,0.716,,,0.425,0.991,
SUR,2017,0.715,,,0.417,0.988,
SUR,2018,0.719,,,0.412,0.989,
SUR,2019,0.72,,,0.4,0.991,
SUR,2020,0.714,,,0.399,0.998,
SUR,2021,0.697,,,0.394,0.99,
SUR,2022,0.719,,,0.392,0.993,
SUR,2023,0.722,,,0.391,0.993,
SWE,2010,0.918,0.856,0.765,0.05,0.991,
SWE,2011,0.92,0.858,0.763,0.05,0.992,
SWE,2012,0.92,0.858,0.767,0.047,0.992,
SWE,2013,0.94,0.872,0.787,0.045,0.987,
SWE,2014,0.943,0.877,0.791,0.042,0.988,
SWE,2015,0.945,0.875,0.796,0.038,0.986,
SWE,2016,0.947,0.876,0.797,0.036,0.985,
SWE,2017,0.949,0.88,0.796,0.034,0.981,
SWE,2018,0.95,0.88,0.797,0.029,0.982,
SWE,2019,0.955,0.884,0.805,0.022,0.99,
SWE,2020,0.951,0.885,0.801,0.017,0.989,
SWE,2021,0.958,0.888,0.805,0.013,0.987,
SWE,2022,0.959,0.885,0.81,0.009,0.989,
SWE,2023,0.959,0.886,0.81,0.007,0.988,
CHE,2010,0.945,0.87,0.717,0.056,0.964,
CHE,2011,0.946,0.873,0.686,0.053,0.964,
CHE,2012,0.949,0.879,0.703,0.05,0.964,
CHE,2013,0.952,0.884,0.706,0.043,0.966,
CHE,2014,0.956,0.884,0.725,0.041,0.966,
CHE,2015,0.957,0.884,0.727,0.038,0.969,
CHE,2016,0.959,0.887,0.723,0.038,0.965,
CHE,2017,0.96,0.886,0.728,0.034,0.968,
CHE,2018,0.962,0.889,0.738,0.031,0.967,
CHE,2019,0.965,0.891,0.742,0.016,0.969,
CHE,2020,0.963,0.885,0.731,0.012,0.97,
CHE,2021,0.968,0.891,0.728,0.009,0.976,
CHE,2022,0.966,0.89,0.736,0.008,0.98,
CHE,2023,0.97,0.894,0.732,0.01,0.977,
SYR,2010,0.669,0.529,0.625,0.494,0.807,
SYR,2011,0.664,0.523,0.624,0.482,0.829,
SYR,2012,0.626,0.481,0.598,0.487,0.85,
SYR,2013,0.567,0.434,0.547,0.491,0.842,
SYR,2014,0.561,0.43,0.545,0.491,0.834,
SYR,2015,0.549,0.419,0.535,0.484,0.853,
SYR,2016,0.552,,0.54,0.477,0.836,
SYR,2017,0.551,,0.537,0.483,0.824,
SYR,2018,0.557,,0.543,0.488,0.81,
SYR,2019,0.569,,0.555,0.49,0.798,
SYR,2020,0.57,,0.557,0.491,0.798,
SYR,2021,0.571,,0.559,0.49,0.792,
SYR,2022,0.571,,0.56,0.489,0.793,
SYR,2023,0.564,,0.553,0.49,0.787,
TJK,2010,0.639,,0.626,0.357,0.883,
TJK,2011,0.644,,0.628,0.352,0.887,
TJK,2012,0.649,0.553,0.632,0.346,0.892,
TJK,2013,0.655,0.56,0.638,0.338,0.895,
TJK,2014,0.657,0.562,0.636,0.339,0.899,
TJK,2015,0.658,0.557,0.638,0.335,0.902,
TJK,2016,0.661,0.561,0.64,0.305,0.904,
TJK,2017,0.666,0.568,0.645,0.289,0.902,
TJK,2018,0.67,0.571,0.648,0.293,0.905,
TJK,2019,0.673,0.575,0.65,0.292,0.912,
TJK,2020,0.664,0.568,0.643,0.279,0.92,
TJK,2021,0.672,0.576,0.653,0.275,0.922,
TJK,2022,0.687,0.589,0.668,0.262,0.925,
TJK,2023,0.691,0.594,0.673,0.258,0.926,
TZA,2010,0.513,0.339,0.503,0.564,0.942,
TZA,2011,0.516,0.344,0.505,0.549,0.926,
TZA,2012,0.519,0.355,0.508,0.543,0.928,
TZA,2013,0.521,0.357,0.509,0.544,0.925,
TZA,2014,0.521,0.359,0.508,0.541,0.93,
TZA,2015,0.52,0.362,0.508,0.536,0.929,
TZA,2016,0.52,0.364,0.508,0.528,0.935,
TZA,2017,0.528,0.37,0.517,0.523,0.94,
TZA,2018,0.537,0.372,0.526,0.518,0.946,
TZA,2019,0.546,0.379,0.534,0.516,0.95,
TZA,2020,0.554,0.386,0.541,0.508,0.973,
TZA,2021,0.548,0.383,0.534,0.507,0.953,
TZA,2022,0.554,0.389,0.54,0.506,0.95,
TZA,2023,0.555,0.391,0.541,0.504,0.951,
THA,2010,0.742,,0.68,0.368,0.991,
THA,2011,0.747,,0.681,0.357,1.005,
THA,2012,0.75,0.622,0.683,0.354,1.007,
THA,2013,0.752,0.627,0.682,0.352,1.007,
THA,2014,0.784,0.656,0.716,0.408,1.008,
THA,2015,0.788,0.661,0.72,0.403,1.008,
THA,2016,0.792,0.662,0.717,0.394,1.008,
THA,2017,0.794,0.665,0.726,0.4,1.008,
THA,2018,0.796,0.667,0.724,0.385,1.008,
THA,2019,0.8,0.676,0.727,0.31,1.012,
THA,2020,0.798,0.675,0.728,0.307,1.011,
THA,2021,0.8,0.676,0.729,0.301,1.009,
THA,2022,0.792,0.67,0.722,0.298,1.009,
THA,2023,0.798,0.677,0.726,0.288,1.008,
TLS,2010,0.645,0.438,,0.531,0.906,
TLS,2011,0.655,0.445,,0.509,0.903,
TLS,2012,0.65,0.444,,0.48,0.91,
TLS,2013,0.646,0.442,,0.466,0.925,
TLS,2014,0.637,0.436,,0.455,0.917,
TLS,2015,0.628,0.431,,0.449,0.918,
TLS,2016,0.618,0.432,,0.426,1.033,
TLS,2017,0.621,0.436,,0.432,0.932,
TLS,2018,0.624,0.439,,0.425,0.933,
TLS,2019,0.642,0.452,,0.409,0.935,
TLS,2020,0.65,0.459,,0.403,0.937,
TLS,2021,0.644,0.456,,0.405,0.943,
TLS,2022,0.633,0.449,,0.391,0.938,
TLS,2023,0.634,0.451,,0.394,0.939,
TGO,2010,0.483,0.294,0.473,0.626,0.807,
TGO,2011,0.495,0.293,0.485,0.634,0.799,
TGO,2012,0.5,0.297,0.49,0.63,0.818,
TGO,2013,0.507,0.302,0.497,0.607,0.829,
TGO,2014,0.514,0.307,0.504,0.594,0.841,
TGO,2015,0.523,0.316,0.514,0.582,0.814,
TGO,2016,0.528,0.321,0.518,0.586,0.845,
TGO,2017,0.534,0.327,0.524,0.589,0.86,
TGO,2018,0.542,0.333,0.533,0.587,0.843,
TGO,2019,0.549,0.345,0.54,0.585,0.879,
TGO,2020,0.554,0.349,0.545,0.573,0.858,
TGO,2021,0.56,0.354,0.551,0.569,0.864,
TGO,2022,0.567,0.359,0.558,0.568,0.869,
TGO,2023,0.571,0.363,0.562,0.564,0.865,
TON,2010,0.724,,,0.767,0.979,
TON,2011,0.731,,,0.473,0.98,
TON,2012,0.735,,,0.476,0.98,
TON,2013,0.737,,,0.481,0.98,
TON,2014,0.74,,,0.774,0.98,
TON,2015,0.743,,,0.77,0.98,
TON,2016,0.749,,,0.769,0.981,
TON,2017,0.755,,,0.426,0.987,
TON,2018,0.759,,,0.425,1.001,
TON,2019,0.763,0.675,,0.45,0.992,
TON,2020,0.765,0.678,,0.446,0.994,
TON,2021,0.763,0.676,,0.774,0.99,
TON,2022,0.764,0.677,,0.483,0.996,
TON,2023,0.769,0.682,,0.444,0.998,
TTO,2010,0.789,,,0.332,0.983,
TTO,2011,0.792,,,0.328,0.982,
TTO,2012,0.796,,,0.321,0.984,
TTO,2013,0.802,,,0.313,0.985,
TTO,2014,0.805,,,0.31,0.986,
TTO,2015,0.808,,,0.288,0.987,
TTO,2016,0.806,,,0.281,0.988,
TTO,2017,0.806,,,0.28,0.985,
TTO,2018,0.803,,,0.277,0.988,
TTO,2019,0.805,,,0.267,0.987,
TTO,2020,0.8,,,0.267,0.99,
TTO,2021,0.796,,,0.266,0.992,
TTO,2022,0.805,,,0.263,0.992,
TTO,2023,0.807,,,0.262,0.99,
TUN,2010,0.717,,0.67,0.275,0.894,
TUN,2011,0.718,0.543,0.674,0.279,0.892,
TUN,2012,0.72,0.545,0.676,0.278,0.896,
TUN,2013,0.722,0.547,0.677,0.28,0.9,
TUN,2014,0.725,0.549,0.678,0.28,0.898,
TUN,2015,0.728,0.552,0.68,0.265,0.91,
TUN,2016,0.733,0.563,0.681,0.252,0.916,
TUN,2017,0.737,0.567,0.689,0.245,0.917,
TUN,2018,0.742,0.583,0.696,0.236,0.919,
TUN,2019,0.74,0.582,0.695,0.253,0.933,
TUN,2020,0.733,0.578,0.69,0.227,0.928,
TUN,2021,0.728,0.575,0.686,0.206,0.933,
TUN,2022,0.745,0.589,0.703,0.206,0.932,
TUN,2023,0.746,0.595,0.703,0.238,0.931,
TKM,2010,0.7,,0.626,,,
TKM,2011,0.709,,0.627,,,
TKM,2012,0.714,,0.625,,,
TKM,2013,0.716,,0.629,,,
TKM,2014,0.719,,0.629,,,
TKM,2015,0.725,,0.632,,,
TKM,2016,0.729,,0.636,,,
TKM,2017,0.732,,0.639,,,
TKM,2018,0.735,,0.638,,,
TKM,2019,0.741,,0.638,,,
TKM,2020,0.744,,0.645,,,
TKM,2021,0.754,,0.656,,,
TKM,2022,0.761,,0.661,,,
TKM,2023,0.764,,0.667,,,
TUV,2010,0.636,,,,0.927,
TUV,2011,0.641,,,,0.93,
TUV,2012,0.642,,,,0.931,
TUV,2013,0.647,,,,0.932,
TUV,2014,0.65,,,,0.931,
TUV,2015,0.658,,,,0.933,
TUV,2016,0.664,,,,0.938,
TUV,2017,0.668,,,,0.962,
TUV,2018,0.672,,,,0.965,
TUV,2019,0.681,0.568,,,0.967,
TUV,2020,0.681,0.569,,,0.967,
TUV,2021,0.681,0.57,,,0.971,
TUV,2022,0.686,0.575,,,0.967,
TUV,2023,0.689,0.578,,,0.969,
TUR,2010,0.75,0.602,0.665,0.411,0.905,
TUR,2011,0.764,0.62,0.667,0.375,0.91,
TUR,2012,0.772,0.631,0.675,0.362,0.916,
TUR,2013,0.802,0.66,0.697,0.348,0.92,
TUR,2014,0.813,0.672,0.713,0.344,0.919,
TUR,2015,0.821,0.678,0.716,0.332,0.923,
TUR,2016,0.826,0.683,0.725,0.324,0.933,
TUR,2017,0.833,0.689,0.733,0.305,0.936,
TUR,2018,0.838,0.697,0.731,0.281,0.937,
TUR,2019,0.841,0.704,0.736,0.27,0.939,
TUR,2020,0.838,0.696,0.724,0.266,0.938,
TUR,2021,0.841,0.702,0.723,0.253,0.94,
TUR,2022,0.853,0.713,0.733,0.24,0.942,
TUR,2023,0.853,0.708,0.729,0.227,0.938,
UGA,2010,0.514,0.327,0.502,0.551,0.909,
UGA,2011,0.522,0.338,0.51,0.556,0.918,
UGA,2012,0.526,0.343,0.515,0.555,0.879,
UGA,2013,0.532,0.355,0.521,0.545,0.917,
UGA,2014,0.539,0.361,0.527,0.546,0.929,
UGA,2015,0.547,0.368,0.536,0.539,0.92,
UGA,2016,0.553,0.377,0.543,0.534,0.924,
UGA,2017,0.557,0.378,0.546,0.535,0.905,
UGA,2018,0.563,0.383,0.551,0.528,0.915,
UGA,2019,0.569,0.388,0.557,0.528,0.922,
UGA,2020,0.571,0.39,0.557,0.525,0.915,
UGA,2021,0.573,0.392,0.56,0.525,0.877,
UGA,2022,0.578,0.396,0.565,0.525,0.908,
UGA,2023,0.582,0.4,0.569,0.524,0.908,
UKR,2010,0.782,0.711,0.722,,1.018,
UKR,2011,0.786,0.715,0.716,,1.012,
UKR,2012,0.789,0.725,0.722,,1.015,
UKR,2013,0.789,0.726,0.719,,1.016,
UKR,2014,0.788,0.726,0.726,,1.016,
UKR,2015,0.778,0.715,0.728,,1.013,
UKR,2016,0.78,0.718,0.724,,1.01,
UKR,2017,0.785,0.721,0.728,,1.013,
UKR,2018,0.784,0.721,0.72,,1.015,
UKR,2019,0.789,0.724,0.724,,1.016,
UKR,2020,0.783,0.722,0.724,,1.015,
UKR,2021,0.772,0.712,0.708,,1.013,
UKR,2022,0.772,0.708,0.714,,1.038,
UKR,2023,0.779,0.715,0.717,,1.038,
ARE,2010,0.835,,0.591,0.165,0.97,
ARE,2011,0.839,,0.585,0.172,0.97,
ARE,2012,0.843,,0.583,0.161,0.961,
ARE,2013,0.846,,0.583,0.154,0.958,
ARE,2014,0.853,,0.566,0.139,0.946,
ARE,2015,0.857,,0.546,0.114,0.945,
ARE,2016,0.861,0.742,0.535,0.104,0.94,
ARE,2017,0.884,0.774,0.59,0.101,0.928,
ARE,2018,0.901,0.794,0.599,0.093,0.929,
ARE,2019,0.915,0.839,0.601,0.039,0.949,
ARE,2020,0.909,0.834,0.605,0.03,0.957,
ARE,2021,0.903,0.83,0.573,0.035,0.958,
ARE,2022,0.921,0.847,0.574,0.035,0.962,
ARE,2023,0.94,0.866,0.585,0.04,0.957,
GBR,2010,0.921,0.839,0.783,0.178,0.965,
GBR,2011,0.916,0.841,0.782,0.168,0.966,
GBR,2012,0.917,0.844,0.786,0.161,0.966,
GBR,2013,0.931,0.857,0.796,0.151,0.967,
GBR,2014,0.932,0.858,0.795,0.143,0.969,
GBR,2015,0.931,0.855,0.796,0.129,0.969,
GBR,2016,0.934,0.856,0.803,0.124,0.97,
GBR,2017,0.937,0.862,0.81,0.116,0.971,
GBR,2018,0.936,0.861,0.809,0.111,0.973,
GBR,2019,0.941,0.861,0.816,0.105,0.976,
GBR,2020,0.93,0.854,0.818,0.094,0.979,
GBR,2021,0.941,0.864,0.822,0.084,0.979,
GBR,2022,0.946,0.869,0.829,0.083,0.978,
GBR,2023,0.946,0.869,0.827,0.083,0.979,
USA,2010,0.919,0.807,0.662,0.245,0.992,
USA,2011,0.92,0.811,0.668,0.244,0.992,
USA,2012,0.923,0.81,0.672,0.235,0.992,
USA,2013,0.925,0.812,0.671,0.231,0.993,
USA,2014,0.926,0.815,0.668,0.221,0.995,
USA,2015,0.928,0.812,0.67,0.217,0.996,
USA,2016,0.929,0.815,0.672,0.214,0.996,
USA,2017,0.931,0.817,0.676,0.21,0.997,
USA,2018,0.934,0.818,0.675,0.195,0.999,
USA,2019,0.936,0.821,0.68,0.191,1.001,
USA,2020,0.925,0.811,0.687,0.181,1.003,
USA,2021,0.921,0.814,0.672,0.176,1.011,
USA,2022,0.93,0.825,0.678,0.173,1.012,
USA,2023,0.938,0.832,0.686,0.169,1.009,
URY,2010,0.796,0.669,0.661,0.318,1.018,
URY,2011,0.801,0.683,0.668,0.325,1.02,
URY,2012,0.804,0.691,0.68,0.324,1.023,
URY,2013,0.812,0.696,0.678,0.326,1.02,
URY,2014,0.816,0.703,0.75,0.326,1.021,
URY,2015,0.818,0.704,0.754,0.29,1.022,
URY,2016,0.821,0.711,0.76,0.284,1.026,
URY,2017,0.827,0.718,0.764,0.26,1.023,
URY,2018,0.826,0.717,0.767,0.254,1.028,
URY,2019,0.83,0.721,0.766,0.256,1.025,
URY,2020,0.837,0.729,0.785,0.235,1.023,
URY,2021,0.837,0.729,0.783,0.221,1.024,
URY,2022,0.852,0.737,0.796,0.218,1.02,
URY,2023,0.862,0.747,0.804,0.218,1.017,
UZB,2010,0.681,,0.65,0.272,0.963,
UZB,2011,0.686,,0.654,0.281,0.961,
UZB,2012,0.692,,0.658,0.283,0.962,
UZB,2013,0.698,,0.665,0.275,0.964,
UZB,2014,0.703,,0.669,0.272,0.965,
UZB,2015,0.707,,0.673,0.276,0.965,
UZB,2016,0.714,,0.677,0.267,0.965,
UZB,2017,0.719,,0.685,0.259,0.967,
UZB,2018,0.725,,0.686,0.267,0.973,
UZB,2019,0.73,,0.69,0.269,0.95,
UZB,2020,0.723,,0.686,0.266,0.923,
UZB,2021,0.727,,0.687,0.293,0.924,
UZB,2022,0.737,,0.698,0.297,0.935,
UZB,2023,0.74,,0.702,0.291,0.951,
VUT,2010,0.582,0.477,,0.536,0.931,
VUT,2011,0.587,0.481,,0.576,0.931,
VUT,2012,0.587,0.482,,0.799,0.932,
VUT,2013,0.592,0.486,,0.799,0.933,
VUT,2014,0.597,0.49,,0.8,0.933,
VUT,2015,0.599,0.492,,0.799,0.934,
VUT,2016,0.603,0.496,,0.8,0.936,
VUT,2017,0.607,0.5,,0.799,0.938,
VUT,2018,0.612,0.504,,0.799,0.941,
VUT,2019,0.622,0.513,,0.797,0.944,
VUT,2020,0.617,0.517,,0.796,0.944,
VUT,2021,0.615,0.516,,0.795,0.943,
VUT,2022,0.621,0.522,,0.562,0.945,
VUT,2023,0.621,0.521,,0.556,0.952,
VEN,2010,0.764,,0.69,0.488,1.018,
VEN,2011,0.77,0.641,0.702,0.492,1.022,
VEN,2012,0.772,0.639,0.693,0.491,1.02,
VEN,2013,0.773,0.638,0.686,0.494,1.018,
VEN,2014,0.77,0.639,0.691,0.489,1.017,
VEN,2015,0.768,0.645,0.673,0.492,1.014,
VEN,2016,0.761,0.652,0.703,0.509,1.012,
VEN,2017,0.749,0.639,0.688,0.489,1.008,
VEN,2018,0.741,0.633,0.692,0.488,1.0,
VEN,2019,0.724,0.618,0.671,0.487,0.995,
VEN,2020,0.699,0.597,0.654,0.513,0.988,
VEN,2021,0.696,0.594,0.642,0.512,0.992,
VEN,2022,0.706,0.603,0.651,0.512,0.992,
VEN,2023,0.709,0.605,0.652,0.512,0.993,
VNM,2010,0.686,0.557,0.643,0.335,0.973,
VNM,2011,0.693,0.563,0.648,0.339,0.975,
VNM,2012,0.698,0.578,0.658,0.34,0.994,
VNM,2013,0.704,0.581,0.662,0.341,0.998,
VNM,2014,0.711,0.591,0.658,0.341,1.001,
VNM,2015,0.717,0.596,0.665,0.339,1.004,
VNM,2016,0.723,0.6,0.668,0.327,1.006,
VNM,2017,0.729,0.606,0.676,0.325,1.005,
VNM,2018,0.737,0.611,0.679,0.32,1.005,
VNM,2019,0.744,0.617,0.683,0.318,1.007,
VNM,2020,0.755,0.63,0.694,0.312,1.008,
VNM,2021,0.754,0.63,0.693,0.302,1.005,
VNM,2022,0.764,0.638,0.701,0.3,0.998,
VNM,2023,0.766,0.641,0.699,0.299,0.997,
YEM,2010,0.502,0.339,0.488,,0.644,
YEM,2011,0.501,0.339,0.489,,0.622,
YEM,2012,0.503,0.341,0.49,,0.612,
YEM,2013,0.507,0.348,0.494,,0.599,
YEM,2014,0.502,0.342,0.49,0.815,0.567,
YEM,2015,0.475,0.323,0.467,0.824,0.531,
YEM,2016,0.467,0.318,0.46,0.824,0.498,
YEM,2017,0.459,0.314,0.453,0.825,0.464,
YEM,2018,0.454,0.309,0.446,0.825,0.455,
YEM,2019,0.458,0.313,0.452,0.809,0.448,
YEM,2020,0.459,0.315,0.454,0.808,0.447,
YEM,2021,0.458,0.315,0.453,0.839,0.437,
YEM,2022,0.466,0.321,0.461,0.839,0.425,
YEM,2023,0.47,0.325,0.465,0.838,0.407,
ZMB,2010,0.533,0.322,0.522,0.579,0.886,
ZMB,2011,0.538,0.327,0.525,0.582,0.891,
ZMB,2012,0.551,0.336,0.538,0.58,0.895,
ZMB,2013,0.557,0.343,0.544,0.572,0.897,
ZMB,2014,0.559,0.345,0.545,0.569,0.9,
ZMB,2015,0.565,0.334,0.552,0.561,0.905,
ZMB,2016,0.565,0.334,0.551,0.536,0.908,
ZMB,2017,0.57,0.338,0.555,0.534,0.946,
ZMB,2018,0.575,0.344,0.561,0.529,0.938,
ZMB,2019,0.578,0.346,0.565,0.521,0.928,
ZMB,2020,0.578,0.348,0.568,0.523,0.945,
ZMB,2021,0.574,0.345,0.564,0.526,0.94,
ZMB,2022,0.589,0.356,0.579,0.525,0.944,
ZMB,2023,0.595,0.361,0.585,0.524,0.949,
ZWE,2010,0.512,,0.499,0.595,0.905,
ZWE,2011,0.529,0.359,0.517,0.589,0.917,
ZWE,2012,0.545,0.372,0.53,0.592,0.904,
ZWE,2013,0.554,0.38,0.54,0.55,0.918,
ZWE,2014,0.56,0.387,0.546,0.538,0.917,
ZWE,2015,0.567,0.395,0.552,0.533,0.921,
ZWE,2016,0.57,0.398,0.558,0.529,0.929,
ZWE,2017,0.575,0.401,0.563,0.52,0.937,
ZWE,2018,0.586,0.411,0.573,0.52,0.934,
ZWE,2019,0.584,0.393,0.573,0.525,0.929,
ZWE,2020,0.582,0.393,0.571,0.519,0.933,
ZWE,2021,0.581,0.393,0.568,0.519,0.955,
ZWE,2022,0.594,0.402,0.581,0.52,0.938,
ZWE,2023,0.598,0.406,0.585,0.519,0.944,
ZZA.VHHD,2010,0.879,0.779,0.711,0.214,0.979,
ZZA.VHHD,2011,0.883,0.786,0.711,0.205,0.98,
ZZA.VHHD,2012,0.886,0.788,0.716,0.197,0.98,
ZZA.VHHD,2013,0.892,0.793,0.72,0.187,0.981,
ZZA.VHHD,2014,0.895,0.795,0.724,0.182,0.981,
ZZA.VHHD,2015,0.898,0.797,0.727,0.175,0.981,
ZZA.VHHD,2016,0.9,0.801,0.729,0.169,0.981,
ZZA.VHHD,2017,0.903,0.805,0.731,0.159,0.981,
ZZA.VHHD,2018,0.906,0.808,0.733,0.151,0.982,
ZZA.VHHD,2019,0.909,0.811,0.737,0.141,0.984,
ZZA.VHHD,2020,0.901,0.805,0.737,0.138,0.986,
ZZA.VHHD,2021,0.903,0.808,0.732,0.13,0.988,
ZZA.VHHD,2022,0.908,0.814,0.737,0.126,0.99,
ZZA.VHHD,2023,0.914,0.821,0.741,0.125,0.989,
ZZB.HHD,2010,0.714,0.561,0.639,0.387,0.955,
ZZB.HHD,2011,0.72,0.566,0.639,0.394,0.952,
ZZB.HHD,2012,0.727,0.57,0.642,0.383,0.954,
ZZB.HHD,2013,0.733,0.587,0.644,0.377,0.953,
ZZB.HHD,2014,0.739,0.598,0.648,0.37,0.953,
ZZB.HHD,2015,0.744,0.601,0.654,0.365,0.954,
ZZB.HHD,2016,0.749,0.608,0.659,0.355,0.956,
ZZB.HHD,2017,0.754,0.612,0.663,0.349,0.957,
ZZB.HHD,2018,0.76,0.62,0.669,0.34,0.956,
ZZB.HHD,2019,0.765,0.627,0.671,0.335,0.962,
ZZB.HHD,2020,0.763,0.627,0.67,0.339,0.967,
ZZB.HHD,2021,0.766,0.631,0.669,0.338,0.97,
ZZB.HHD,2022,0.774,0.637,0.676,0.335,0.971,
ZZB.HHD,2023,0.777,0.64,0.677,0.334,0.971,
ZZC.MHD,2010,0.573,0.37,0.556,0.585,0.841,
ZZC.MHD,2011,0.584,0.383,0.566,0.581,0.848,
ZZC.MHD,2012,0.59,0.387,0.571,0.58,0.847,
ZZC.MHD,2013,0.595,0.392,0.576,0.574,0.856,
ZZC.MHD,2014,0.604,0.4,0.585,0.569,0.857,
ZZC.MHD,2015,0.611,0.412,0.591,0.556,0.858,
ZZC.MHD,2016,0.62,0.421,0.599,0.553,0.86,
ZZC.MHD,2017,0.624,0.426,0.603,0.551,0.86,
ZZC.MHD,2018,0.627,0.426,0.605,0.55,0.851,
ZZC.MHD,2019,0.631,0.433,0.609,0.543,0.855,
ZZC.MHD,2020,0.631,0.433,0.61,0.529,0.865,
ZZC.MHD,2021,0.629,0.434,0.607,0.527,0.866,
ZZC.MHD,2022,0.649,0.451,0.625,0.523,0.872,
ZZC.MHD,2023,0.656,0.457,0.631,0.513,0.883,
ZZD.LHD,2010,0.467,0.294,0.458,0.625,0.768,
ZZD.LHD,2011,0.471,0.295,0.462,0.622,0.77,
ZZD.LHD,2012,0.477,0.301,0.467,0.611,0.761,
ZZD.LHD,2013,0.482,0.306,0.472,0.607,0.78,
ZZD.LHD,2014,0.488,0.311,0.478,0.603,0.788,
ZZD.LHD,2015,0.491,0.314,0.481,0.596,0.796,
ZZD.LHD,2016,0.497,0.317,0.486,0.593,0.79,
ZZD.LHD,2017,0.5,0.32,0.489,0.589,0.797,
ZZD.LHD,2018,0.504,0.324,0.493,0.587,0.802,
ZZD.LHD,2019,0.507,0.328,0.496,0.582,0.823,
ZZD.LHD,2020,0.507,0.329,0.496,0.578,0.834,
ZZD.LHD,2021,0.507,0.33,0.496,0.573,0.838,
ZZD.LHD,2022,0.512,0.333,0.501,0.573,0.833,
ZZD.LHD,2023,0.515,0.336,0.505,0.571,0.836,
ZZE.AS,2010,0.67,0.481,0.616,0.588,0.84,
ZZE.AS,2011,0.672,0.486,0.617,0.582,0.85,
ZZE.AS,2012,0.68,0.5,0.624,0.564,0.857,
ZZE.AS,2013,0.683,0.508,0.627,0.559,0.857,
ZZE.AS,2014,0.688,0.515,0.631,0.556,0.857,
ZZE.AS,2015,0.693,0.517,0.635,0.548,0.863,
ZZE.AS,2016,0.698,0.519,0.641,0.537,0.867,
ZZE.AS,2017,0.702,0.523,0.647,0.537,0.863,
ZZE.AS,2018,0.707,0.53,0.652,0.539,0.863,
ZZE.AS,2019,0.712,0.535,0.657,0.541,0.864,
ZZE.AS,2020,0.707,0.533,0.657,0.537,0.867,
ZZE.AS,2021,0.71,0.536,0.659,0.537,0.871,
ZZE.AS,2022,0.716,0.54,0.663,0.537,0.872,
ZZE.AS,2023,0.719,0.544,0.665,0.539,0.871,
ZZF.EAP,2010,0.699,0.57,0.62,0.366,0.958,
ZZF.EAP,2011,0.706,0.574,0.619,0.377,0.953,
ZZF.EAP,2012,0.713,0.584,0.621,0.37,0.954,
ZZF.EAP,2013,0.72,0.589,0.622,0.361,0.953,
ZZF.EAP,2014,0.728,0.602,0.627,0.357,0.953,
ZZF.EAP,2015,0.735,0.605,0.635,0.349,0.954,
ZZF.EAP,2016,0.742,0.611,0.64,0.343,0.954,
ZZF.EAP,2017,0.749,0.617,0.646,0.335,0.956,
ZZF.EAP,2018,0.756,0.625,0.652,0.324,0.955,
ZZF.EAP,2019,0.761,0.634,0.653,0.318,0.963,
